crop_id,soil_type,seedling_stage,moi,temp,humidity,result
wheat,alluvial soil,flowering,34,36,47.0,1
wheat,alluvial soil,flowering,35,37,44.0,1
wheat,alluvial soil,flowering,36,38,41.0,1
wheat,alluvial soil,flowering,37,39,38.0,1
wheat,alluvial soil,flowering,38,40,35.0,1
wheat,alluvial soil,flowering,39,41,32.0,1
wheat,alluvial soil,flowering,40,42,29.0,1
wheat,alluvial soil,flowering,41,43,26.0,1
wheat,alluvial soil,flowering,42,44,23.0,1
wheat,alluvial soil,flowering,43,45,20.0,1
wheat,alluvial soil,flowering,44,46,17.0,1
wheat,alluvial soil,flowering,45,25,80.0,1
wheat,alluvial soil,flowering,46,26,77.0,1
wheat,alluvial soil,flowering,47,27,74.0,1
wheat,alluvial soil,flowering,48,28,71.0,1
wheat,alluvial soil,flowering,49,29,68.0,1
wheat,alluvial soil,flowering,50,30,65.0,1
wheat,alluvial soil,flowering,51,31,62.0,1
wheat,alluvial soil,flowering,52,32,59.0,1
wheat,alluvial soil,flowering,53,33,56.0,1
wheat,alluvial soil,flowering,54,34,53.0,1
wheat,alluvial soil,flowering,55,35,50.0,1
wheat,alluvial soil,flowering,56,36,47.0,1
wheat,alluvial soil,flowering,57,37,44.0,1
wheat,alluvial soil,flowering,58,38,41.0,1
wheat,alluvial soil,flowering,59,39,38.0,1
wheat,alluvial soil,flowering,60,40,35.0,2
wheat,alluvial soil,flowering,61,41,32.0,2
wheat,alluvial soil,flowering,62,42,29.0,2
wheat,alluvial soil,flowering,63,43,26.0,2
wheat,alluvial soil,flowering,64,44,23.0,2
wheat,alluvial soil,flowering,65,45,20.0,2
wheat,alluvial soil,flowering,66,46,17.0,2
wheat,alluvial soil,flowering,67,25,80.0,2
wheat,alluvial soil,flowering,68,26,77.0,2
wheat,alluvial soil,flowering,69,27,74.0,2
wheat,alluvial soil,flowering,70,28,71.0,2
wheat,alluvial soil,flowering,71,29,68.0,0
wheat,alluvial soil,flowering,72,30,65.0,0
wheat,alluvial soil,flowering,73,31,62.0,0
wheat,alluvial soil,flowering,74,32,59.0,0
wheat,alluvial soil,flowering,75,33,56.0,0
wheat,alluvial soil,flowering,76,34,53.0,0
wheat,alluvial soil,flowering,77,35,50.0,0
wheat,alluvial soil,flowering,78,36,47.0,0
wheat,alluvial soil,flowering,79,37,44.0,0
wheat,alluvial soil,flowering,80,38,41.0,0
wheat,alluvial soil,flowering,81,39,38.0,0
wheat,alluvial soil,flowering,82,40,35.0,0
wheat,alluvial soil,flowering,83,41,32.0,0
wheat,alluvial soil,flowering,84,42,29.0,0
wheat,alluvial soil,flowering,85,43,26.0,0
wheat,alluvial soil,flowering,86,44,23.0,0
wheat,alluvial soil,flowering,87,45,20.0,0
wheat,alluvial soil,flowering,88,46,17.0,0
wheat,alluvial soil,flowering,89,25,80.0,0
wheat,alluvial soil,flowering,90,26,77.0,0
wheat,alluvial soil,flowering,91,27,74.0,0
wheat,alluvial soil,flowering,92,28,71.0,0
wheat,alluvial soil,flowering,93,29,68.0,0
wheat,alluvial soil,flowering,94,30,65.0,0
wheat,alluvial soil,flowering,95,31,62.0,0
wheat,alluvial soil,flowering,96,32,59.0,0
wheat,alluvial soil,flowering,97,33,56.0,0
wheat,alluvial soil,flowering,98,34,53.0,0
wheat,alluvial soil,flowering,99,35,50.0,0
wheat,alluvial soil,flowering,100,36,47.0,0
wheat,alluvial soil,pollination,1,37,44.0,1
wheat,alluvial soil,pollination,2,38,41.0,1
wheat,alluvial soil,pollination,3,39,38.0,1
wheat,alluvial soil,pollination,4,40,35.0,1
wheat,alluvial soil,pollination,5,41,32.0,1
wheat,alluvial soil,pollination,6,42,29.0,1
wheat,alluvial soil,pollination,7,43,26.0,1
wheat,alluvial soil,pollination,8,44,23.0,1
wheat,alluvial soil,pollination,9,45,20.0,1
wheat,alluvial soil,pollination,10,46,17.0,1
wheat,alluvial soil,pollination,11,25,80.0,1
wheat,alluvial soil,pollination,12,26,77.0,1
wheat,alluvial soil,pollination,13,27,74.0,1
wheat,alluvial soil,pollination,14,28,71.0,1
wheat,alluvial soil,pollination,15,29,68.0,1
wheat,alluvial soil,pollination,16,30,65.0,1
wheat,alluvial soil,pollination,17,31,62.0,1
wheat,alluvial soil,pollination,18,32,59.0,1
wheat,alluvial soil,pollination,19,33,56.0,1
wheat,alluvial soil,pollination,20,34,53.0,1
wheat,alluvial soil,pollination,21,35,50.0,1
wheat,alluvial soil,pollination,22,36,47.0,1
wheat,alluvial soil,pollination,23,37,44.0,1
wheat,alluvial soil,pollination,24,38,41.0,1
wheat,alluvial soil,pollination,25,39,38.0,1
wheat,alluvial soil,pollination,26,40,35.0,1
wheat,alluvial soil,pollination,27,41,32.0,1
wheat,alluvial soil,pollination,28,42,29.0,1
wheat,alluvial soil,pollination,29,43,26.0,1
wheat,alluvial soil,pollination,30,44,23.0,1
wheat,alluvial soil,pollination,31,45,20.0,1
wheat,alluvial soil,pollination,32,46,17.0,1
wheat,alluvial soil,pollination,33,25,80.0,1
wheat,alluvial soil,pollination,34,26,77.0,1
wheat,alluvial soil,pollination,35,27,74.0,1
wheat,alluvial soil,pollination,36,28,71.0,1
wheat,alluvial soil,pollination,37,29,68.0,1
wheat,alluvial soil,pollination,38,30,65.0,1
wheat,alluvial soil,pollination,39,31,62.0,1
wheat,alluvial soil,pollination,40,32,59.0,1
wheat,alluvial soil,pollination,41,33,56.0,1
wheat,alluvial soil,pollination,42,34,53.0,1
wheat,alluvial soil,pollination,43,35,50.0,1
wheat,alluvial soil,pollination,44,36,47.0,1
wheat,alluvial soil,pollination,45,37,44.0,1
wheat,alluvial soil,pollination,46,38,41.0,1
wheat,alluvial soil,pollination,47,39,38.0,1
wheat,alluvial soil,pollination,48,40,35.0,1
wheat,alluvial soil,pollination,49,41,32.0,1
wheat,alluvial soil,pollination,50,42,29.0,1
wheat,alluvial soil,pollination,51,43,26.0,1
wheat,alluvial soil,pollination,52,44,23.0,1
wheat,alluvial soil,pollination,53,45,20.0,1
wheat,alluvial soil,pollination,54,46,17.0,1
wheat,alluvial soil,pollination,55,25,80.0,1
wheat,alluvial soil,pollination,56,26,77.0,1
wheat,alluvial soil,pollination,57,27,74.0,1
wheat,alluvial soil,pollination,58,28,71.0,1
wheat,alluvial soil,pollination,59,29,68.0,1
wheat,alluvial soil,pollination,60,30,65.0,1
wheat,alluvial soil,pollination,61,31,62.0,1
wheat,alluvial soil,pollination,62,32,59.0,1
wheat,alluvial soil,pollination,63,33,56.0,1
wheat,alluvial soil,pollination,64,34,53.0,1
wheat,alluvial soil,pollination,65,35,50.0,1
wheat,alluvial soil,pollination,66,36,47.0,1
wheat,alluvial soil,pollination,67,37,44.0,1
wheat,alluvial soil,pollination,68,38,41.0,1
wheat,alluvial soil,pollination,69,39,38.0,1
wheat,alluvial soil,pollination,70,40,35.0,2
wheat,alluvial soil,pollination,71,41,32.0,2
wheat,alluvial soil,pollination,72,42,29.0,2
wheat,alluvial soil,pollination,73,43,26.0,2
wheat,alluvial soil,pollination,74,44,23.0,2
wheat,alluvial soil,pollination,75,45,20.0,2
wheat,alluvial soil,pollination,76,46,17.0,2
wheat,alluvial soil,pollination,77,25,80.0,2
wheat,alluvial soil,pollination,78,26,77.0,2
wheat,alluvial soil,pollination,79,27,74.0,2
wheat,alluvial soil,pollination,80,28,71.0,2
wheat,alluvial soil,pollination,81,29,68.0,0
wheat,alluvial soil,pollination,82,30,65.0,0
wheat,alluvial soil,pollination,83,31,62.0,0
wheat,alluvial soil,pollination,84,32,59.0,0
wheat,alluvial soil,pollination,85,33,56.0,0
wheat,alluvial soil,pollination,86,34,53.0,0
wheat,alluvial soil,pollination,87,35,50.0,0
wheat,alluvial soil,pollination,88,36,47.0,0
wheat,alluvial soil,pollination,89,37,44.0,0
wheat,alluvial soil,pollination,90,38,41.0,0
wheat,alluvial soil,pollination,91,39,38.0,0
wheat,alluvial soil,pollination,92,40,35.0,0
wheat,alluvial soil,pollination,93,41,32.0,0
wheat,alluvial soil,pollination,94,42,29.0,0
wheat,alluvial soil,pollination,95,43,26.0,0
wheat,alluvial soil,pollination,96,44,23.0,0
wheat,alluvial soil,pollination,97,45,20.0,0
wheat,alluvial soil,pollination,98,46,17.0,0
wheat,alluvial soil,pollination,99,25,80.0,0
wheat,alluvial soil,pollination,100,26,77.0,0
wheat,alluvial soil,fruit/grain/bulb formation,1,27,74.0,1
wheat,alluvial soil,fruit/grain/bulb formation,2,28,71.0,1
wheat,alluvial soil,fruit/grain/bulb formation,3,29,68.0,1
wheat,alluvial soil,fruit/grain/bulb formation,4,30,65.0,1
wheat,alluvial soil,fruit/grain/bulb formation,5,31,62.0,1
wheat,alluvial soil,fruit/grain/bulb formation,6,32,59.0,1
wheat,alluvial soil,fruit/grain/bulb formation,7,33,56.0,1
wheat,alluvial soil,fruit/grain/bulb formation,8,34,53.0,1
wheat,alluvial soil,fruit/grain/bulb formation,9,35,50.0,1
wheat,alluvial soil,fruit/grain/bulb formation,10,36,47.0,1
wheat,alluvial soil,fruit/grain/bulb formation,11,37,44.0,1
wheat,alluvial soil,fruit/grain/bulb formation,12,38,41.0,1
wheat,alluvial soil,fruit/grain/bulb formation,13,39,38.0,1
wheat,alluvial soil,fruit/grain/bulb formation,14,40,35.0,1
wheat,alluvial soil,fruit/grain/bulb formation,15,41,32.0,1
wheat,alluvial soil,fruit/grain/bulb formation,16,42,29.0,1
wheat,alluvial soil,fruit/grain/bulb formation,17,43,26.0,1
wheat,alluvial soil,fruit/grain/bulb formation,18,44,23.0,1
wheat,alluvial soil,fruit/grain/bulb formation,19,45,20.0,1
wheat,alluvial soil,fruit/grain/bulb formation,20,46,17.0,1
wheat,alluvial soil,fruit/grain/bulb formation,21,25,80.0,1
wheat,alluvial soil,fruit/grain/bulb formation,22,26,77.0,1
wheat,alluvial soil,fruit/grain/bulb formation,23,27,74.0,1
wheat,alluvial soil,fruit/grain/bulb formation,24,28,71.0,1
wheat,alluvial soil,fruit/grain/bulb formation,25,29,68.0,1
wheat,alluvial soil,fruit/grain/bulb formation,26,30,65.0,1
wheat,alluvial soil,fruit/grain/bulb formation,27,31,62.0,1
wheat,alluvial soil,fruit/grain/bulb formation,28,32,59.0,1
wheat,alluvial soil,fruit/grain/bulb formation,29,33,56.0,1
wheat,alluvial soil,fruit/grain/bulb formation,30,34,53.0,1
wheat,alluvial soil,fruit/grain/bulb formation,31,35,50.0,1
wheat,alluvial soil,fruit/grain/bulb formation,32,36,47.0,1
wheat,alluvial soil,fruit/grain/bulb formation,33,37,44.0,1
wheat,alluvial soil,fruit/grain/bulb formation,34,38,41.0,1
wheat,alluvial soil,fruit/grain/bulb formation,35,39,38.0,1
wheat,alluvial soil,fruit/grain/bulb formation,36,40,35.0,1
wheat,alluvial soil,fruit/grain/bulb formation,37,41,32.0,1
wheat,alluvial soil,fruit/grain/bulb formation,38,42,29.0,1
wheat,alluvial soil,fruit/grain/bulb formation,39,43,26.0,1
wheat,alluvial soil,fruit/grain/bulb formation,40,44,23.0,1
wheat,alluvial soil,fruit/grain/bulb formation,41,45,20.0,1
wheat,alluvial soil,fruit/grain/bulb formation,42,46,17.0,1
wheat,alluvial soil,fruit/grain/bulb formation,43,25,80.0,1
wheat,alluvial soil,fruit/grain/bulb formation,44,26,77.0,1
wheat,alluvial soil,fruit/grain/bulb formation,45,27,74.0,1
wheat,alluvial soil,fruit/grain/bulb formation,46,28,71.0,1
wheat,alluvial soil,fruit/grain/bulb formation,47,29,68.0,1
wheat,alluvial soil,fruit/grain/bulb formation,48,30,65.0,1
wheat,alluvial soil,fruit/grain/bulb formation,49,31,62.0,1
wheat,alluvial soil,fruit/grain/bulb formation,50,32,59.0,1
wheat,alluvial soil,fruit/grain/bulb formation,51,33,56.0,1
wheat,alluvial soil,fruit/grain/bulb formation,52,34,53.0,1
wheat,alluvial soil,fruit/grain/bulb formation,53,35,50.0,1
wheat,alluvial soil,fruit/grain/bulb formation,54,36,47.0,1
wheat,alluvial soil,fruit/grain/bulb formation,55,37,44.0,1
wheat,alluvial soil,fruit/grain/bulb formation,56,38,41.0,1
wheat,alluvial soil,fruit/grain/bulb formation,57,39,38.0,1
wheat,alluvial soil,fruit/grain/bulb formation,58,40,35.0,1
wheat,alluvial soil,fruit/grain/bulb formation,59,41,32.0,1
wheat,alluvial soil,fruit/grain/bulb formation,60,42,29.0,1
wheat,alluvial soil,fruit/grain/bulb formation,61,43,26.0,1
wheat,alluvial soil,fruit/grain/bulb formation,62,44,23.0,1
wheat,alluvial soil,fruit/grain/bulb formation,63,45,20.0,1
wheat,alluvial soil,fruit/grain/bulb formation,64,46,17.0,1
wheat,alluvial soil,fruit/grain/bulb formation,65,25,80.0,1
wheat,alluvial soil,fruit/grain/bulb formation,66,26,77.0,1
wheat,alluvial soil,fruit/grain/bulb formation,67,27,74.0,1
wheat,alluvial soil,fruit/grain/bulb formation,68,28,71.0,1
wheat,alluvial soil,fruit/grain/bulb formation,69,29,68.0,1
wheat,alluvial soil,fruit/grain/bulb formation,70,30,65.0,2
wheat,alluvial soil,fruit/grain/bulb formation,71,31,62.0,2
wheat,alluvial soil,fruit/grain/bulb formation,72,32,59.0,2
wheat,alluvial soil,fruit/grain/bulb formation,73,33,56.0,2
wheat,alluvial soil,fruit/grain/bulb formation,74,34,53.0,2
wheat,alluvial soil,fruit/grain/bulb formation,75,35,50.0,2
wheat,alluvial soil,fruit/grain/bulb formation,76,36,47.0,2
wheat,alluvial soil,fruit/grain/bulb formation,77,37,44.0,2
wheat,alluvial soil,fruit/grain/bulb formation,78,38,41.0,2
wheat,alluvial soil,fruit/grain/bulb formation,79,39,38.0,2
wheat,alluvial soil,fruit/grain/bulb formation,80,40,35.0,2
wheat,alluvial soil,fruit/grain/bulb formation,81,41,32.0,0
wheat,alluvial soil,fruit/grain/bulb formation,82,42,29.0,0
wheat,alluvial soil,fruit/grain/bulb formation,83,43,26.0,0
wheat,alluvial soil,fruit/grain/bulb formation,84,44,23.0,0
wheat,alluvial soil,fruit/grain/bulb formation,85,45,20.0,0
wheat,alluvial soil,fruit/grain/bulb formation,86,46,17.0,0
wheat,alluvial soil,fruit/grain/bulb formation,87,25,80.0,0
wheat,alluvial soil,fruit/grain/bulb formation,88,26,77.0,0
wheat,alluvial soil,fruit/grain/bulb formation,89,27,74.0,0
wheat,alluvial soil,fruit/grain/bulb formation,90,28,71.0,0
wheat,alluvial soil,fruit/grain/bulb formation,91,29,68.0,0
wheat,alluvial soil,fruit/grain/bulb formation,92,30,65.0,0
wheat,alluvial soil,fruit/grain/bulb formation,93,31,62.0,0
wheat,alluvial soil,fruit/grain/bulb formation,94,32,59.0,0
wheat,alluvial soil,fruit/grain/bulb formation,95,33,56.0,0
wheat,alluvial soil,fruit/grain/bulb formation,96,34,53.0,0
wheat,alluvial soil,fruit/grain/bulb formation,97,35,50.0,0
wheat,alluvial soil,fruit/grain/bulb formation,98,36,47.0,0
wheat,alluvial soil,fruit/grain/bulb formation,99,37,44.0,0
wheat,alluvial soil,fruit/grain/bulb formation,100,38,41.0,0
wheat,alluvial soil,maturation,1,39,38.0,1
wheat,alluvial soil,maturation,2,40,35.0,1
wheat,alluvial soil,maturation,3,41,32.0,1
wheat,alluvial soil,maturation,4,42,29.0,1
wheat,alluvial soil,maturation,5,43,26.0,1
wheat,alluvial soil,maturation,6,44,23.0,1
wheat,alluvial soil,maturation,7,45,20.0,1
wheat,alluvial soil,maturation,8,46,17.0,1
wheat,alluvial soil,maturation,9,25,80.0,1
wheat,alluvial soil,maturation,10,26,77.0,1
wheat,alluvial soil,maturation,11,27,74.0,1
wheat,alluvial soil,maturation,12,28,71.0,1
wheat,alluvial soil,maturation,13,29,68.0,1
wheat,alluvial soil,maturation,14,30,65.0,1
wheat,alluvial soil,maturation,15,31,62.0,1
wheat,alluvial soil,maturation,16,32,59.0,1
wheat,alluvial soil,maturation,17,33,56.0,1
wheat,alluvial soil,maturation,18,34,53.0,1
wheat,alluvial soil,maturation,19,35,50.0,1
wheat,alluvial soil,maturation,20,36,47.0,1
wheat,alluvial soil,maturation,21,37,44.0,1
wheat,alluvial soil,maturation,22,38,41.0,1
wheat,alluvial soil,maturation,23,39,38.0,1
wheat,alluvial soil,maturation,24,40,35.0,1
wheat,alluvial soil,maturation,25,41,32.0,1
wheat,alluvial soil,maturation,26,42,29.0,1
wheat,alluvial soil,maturation,27,43,26.0,1
wheat,alluvial soil,maturation,28,44,23.0,1
wheat,alluvial soil,maturation,29,45,20.0,1
wheat,alluvial soil,maturation,30,46,17.0,1
wheat,alluvial soil,maturation,31,25,80.0,1
wheat,alluvial soil,maturation,32,26,77.0,1
wheat,alluvial soil,maturation,33,27,74.0,1
wheat,alluvial soil,maturation,34,28,71.0,1
wheat,alluvial soil,maturation,35,29,68.0,1
wheat,alluvial soil,maturation,36,30,65.0,1
wheat,alluvial soil,maturation,37,31,62.0,1
wheat,alluvial soil,maturation,38,32,59.0,1
wheat,alluvial soil,maturation,39,33,56.0,1
wheat,alluvial soil,maturation,40,34,53.0,1
wheat,alluvial soil,maturation,41,35,50.0,1
wheat,alluvial soil,maturation,42,36,47.0,1
wheat,alluvial soil,maturation,43,37,44.0,1
wheat,alluvial soil,maturation,44,38,41.0,1
wheat,alluvial soil,maturation,45,39,38.0,1
wheat,alluvial soil,maturation,46,40,35.0,1
wheat,alluvial soil,maturation,47,41,32.0,1
wheat,alluvial soil,maturation,48,42,29.0,1
wheat,alluvial soil,maturation,49,43,26.0,1
wheat,alluvial soil,maturation,50,44,23.0,1
wheat,alluvial soil,maturation,51,45,20.0,1
wheat,alluvial soil,maturation,52,46,17.0,1
wheat,alluvial soil,maturation,53,25,80.0,1
wheat,alluvial soil,maturation,54,26,77.0,1
wheat,alluvial soil,maturation,55,27,74.0,1
wheat,alluvial soil,maturation,56,28,71.0,1
wheat,alluvial soil,maturation,57,29,68.0,1
wheat,alluvial soil,maturation,58,30,65.0,1
wheat,alluvial soil,maturation,59,31,62.0,1
wheat,alluvial soil,maturation,60,32,59.0,1
wheat,alluvial soil,maturation,61,33,56.0,1
wheat,alluvial soil,maturation,62,34,53.0,1
wheat,alluvial soil,maturation,63,35,50.0,1
wheat,alluvial soil,maturation,64,36,47.0,1
wheat,alluvial soil,maturation,65,37,44.0,1
wheat,alluvial soil,maturation,66,38,41.0,1
wheat,alluvial soil,maturation,67,39,38.0,1
wheat,alluvial soil,maturation,68,40,35.0,1
wheat,alluvial soil,maturation,69,41,32.0,1
wheat,alluvial soil,maturation,70,42,29.0,2
wheat,alluvial soil,maturation,71,43,26.0,2
wheat,alluvial soil,maturation,72,44,23.0,2
wheat,alluvial soil,maturation,73,45,20.0,2
wheat,alluvial soil,maturation,74,46,17.0,2
wheat,alluvial soil,maturation,75,25,80.0,2
wheat,alluvial soil,maturation,76,26,77.0,2
wheat,alluvial soil,maturation,77,27,74.0,2
wheat,alluvial soil,maturation,78,28,71.0,2
wheat,alluvial soil,maturation,79,29,68.0,2
wheat,alluvial soil,maturation,80,30,65.0,2
wheat,alluvial soil,maturation,81,31,62.0,0
wheat,alluvial soil,maturation,82,32,59.0,0
wheat,alluvial soil,maturation,83,33,56.0,0
wheat,alluvial soil,maturation,84,34,53.0,0
wheat,alluvial soil,maturation,85,35,50.0,0
wheat,alluvial soil,maturation,86,36,47.0,0
wheat,alluvial soil,maturation,87,37,44.0,0
wheat,alluvial soil,maturation,88,38,41.0,0
wheat,alluvial soil,maturation,89,39,38.0,0
wheat,alluvial soil,maturation,90,40,35.0,0
wheat,alluvial soil,maturation,91,41,32.0,0
wheat,alluvial soil,maturation,92,42,29.0,0
wheat,alluvial soil,maturation,93,43,26.0,0
wheat,alluvial soil,maturation,94,44,23.0,0
wheat,alluvial soil,maturation,95,45,20.0,0
wheat,alluvial soil,maturation,96,46,17.0,0
wheat,alluvial soil,maturation,97,25,80.0,0
wheat,alluvial soil,maturation,98,26,77.0,0
wheat,alluvial soil,maturation,99,27,74.0,0
wheat,alluvial soil,maturation,100,28,71.0,0
wheat,alluvial soil,harvest,1,29,68.0,1
wheat,alluvial soil,harvest,2,30,65.0,1
wheat,alluvial soil,harvest,3,31,62.0,1
wheat,alluvial soil,harvest,4,32,59.0,1
wheat,alluvial soil,harvest,5,33,56.0,1
wheat,alluvial soil,harvest,6,34,53.0,1
wheat,alluvial soil,harvest,7,35,50.0,1
wheat,alluvial soil,harvest,8,36,47.0,1
wheat,alluvial soil,harvest,9,37,44.0,1
wheat,alluvial soil,harvest,10,38,41.0,1
wheat,alluvial soil,harvest,11,39,38.0,1
wheat,alluvial soil,harvest,12,40,35.0,1
wheat,alluvial soil,harvest,13,41,32.0,1
wheat,alluvial soil,harvest,14,42,29.0,1
wheat,alluvial soil,harvest,15,43,26.0,1
wheat,alluvial soil,harvest,16,44,23.0,1
wheat,alluvial soil,harvest,17,45,20.0,1
wheat,alluvial soil,harvest,18,46,17.0,1
wheat,alluvial soil,harvest,19,25,80.0,1
wheat,alluvial soil,harvest,20,26,77.0,1
wheat,alluvial soil,harvest,21,27,74.0,1
wheat,alluvial soil,harvest,22,28,71.0,1
wheat,alluvial soil,harvest,23,29,68.0,1
wheat,alluvial soil,harvest,24,30,65.0,1
wheat,alluvial soil,harvest,25,31,62.0,1
wheat,alluvial soil,harvest,26,32,59.0,1
wheat,alluvial soil,harvest,27,33,56.0,1
wheat,alluvial soil,harvest,28,34,53.0,1
wheat,alluvial soil,harvest,29,35,50.0,1
wheat,alluvial soil,harvest,30,36,47.0,1
wheat,alluvial soil,harvest,31,37,44.0,1
wheat,alluvial soil,harvest,32,38,41.0,1
wheat,alluvial soil,harvest,33,39,38.0,1
wheat,alluvial soil,harvest,34,40,35.0,1
wheat,alluvial soil,harvest,35,41,32.0,1
wheat,alluvial soil,harvest,36,42,29.0,1
wheat,alluvial soil,harvest,37,43,26.0,1
wheat,alluvial soil,harvest,38,44,23.0,1
wheat,alluvial soil,harvest,39,45,20.0,1
wheat,alluvial soil,harvest,40,46,17.0,1
wheat,alluvial soil,harvest,41,25,80.0,1
wheat,alluvial soil,harvest,42,26,77.0,1
wheat,alluvial soil,harvest,43,27,74.0,1
wheat,alluvial soil,harvest,44,28,71.0,1
wheat,alluvial soil,harvest,45,29,68.0,1
wheat,alluvial soil,harvest,46,30,65.0,1
wheat,alluvial soil,harvest,47,31,62.0,1
wheat,alluvial soil,harvest,48,32,59.0,1
wheat,alluvial soil,harvest,49,33,56.0,1
wheat,alluvial soil,harvest,50,34,53.0,1
wheat,alluvial soil,harvest,51,35,50.0,1
wheat,alluvial soil,harvest,52,36,47.0,1
wheat,alluvial soil,harvest,53,37,44.0,1
wheat,alluvial soil,harvest,54,38,41.0,1
wheat,alluvial soil,harvest,55,39,38.0,1
wheat,alluvial soil,harvest,56,40,35.0,1
wheat,alluvial soil,harvest,57,41,32.0,1
wheat,alluvial soil,harvest,58,42,29.0,1
wheat,alluvial soil,harvest,59,43,26.0,1
wheat,alluvial soil,harvest,60,44,23.0,2
wheat,alluvial soil,harvest,61,45,20.0,2
wheat,alluvial soil,harvest,62,46,17.0,2
wheat,alluvial soil,harvest,63,25,80.0,2
wheat,alluvial soil,harvest,64,26,77.0,2
wheat,alluvial soil,harvest,65,27,74.0,2
wheat,alluvial soil,harvest,66,28,71.0,2
wheat,alluvial soil,harvest,67,29,68.0,2
wheat,alluvial soil,harvest,68,30,65.0,2
wheat,alluvial soil,harvest,69,31,62.0,2
wheat,alluvial soil,harvest,70,32,59.0,2
wheat,alluvial soil,harvest,71,33,56.0,0
wheat,alluvial soil,harvest,72,34,53.0,0
wheat,alluvial soil,harvest,73,35,50.0,0
wheat,alluvial soil,harvest,74,36,47.0,0
wheat,alluvial soil,harvest,75,37,44.0,0
wheat,alluvial soil,harvest,76,38,41.0,0
wheat,alluvial soil,harvest,77,39,38.0,0
wheat,alluvial soil,harvest,78,40,35.0,0
wheat,alluvial soil,harvest,79,41,32.0,0
wheat,alluvial soil,harvest,80,42,29.0,0
wheat,alluvial soil,harvest,81,43,26.0,0
wheat,alluvial soil,harvest,82,44,23.0,0
wheat,alluvial soil,harvest,83,45,20.0,0
wheat,alluvial soil,harvest,84,46,17.0,0
wheat,alluvial soil,harvest,85,25,80.0,0
wheat,alluvial soil,harvest,86,26,77.0,0
wheat,alluvial soil,harvest,87,27,74.0,0
wheat,alluvial soil,harvest,88,28,71.0,0
wheat,alluvial soil,harvest,89,29,68.0,0
wheat,alluvial soil,harvest,90,30,65.0,0
wheat,alluvial soil,harvest,91,31,62.0,0
wheat,alluvial soil,harvest,92,32,59.0,0
wheat,alluvial soil,harvest,93,33,56.0,0
wheat,alluvial soil,harvest,94,34,53.0,0
wheat,alluvial soil,harvest,95,35,50.0,0
wheat,alluvial soil,harvest,96,36,47.0,0
wheat,alluvial soil,harvest,97,37,44.0,0
wheat,alluvial soil,harvest,98,38,41.0,0
wheat,alluvial soil,harvest,99,39,38.0,0
wheat,alluvial soil,harvest,100,40,35.0,0
wheat,sandy soil,germination,1,41,32.0,1
wheat,sandy soil,germination,2,42,29.0,1
wheat,sandy soil,germination,3,43,26.0,1
wheat,sandy soil,germination,4,44,23.0,1
wheat,sandy soil,germination,5,45,20.0,1
wheat,sandy soil,germination,6,46,17.0,1
wheat,sandy soil,germination,7,25,80.0,1
wheat,sandy soil,germination,8,26,77.0,1
wheat,sandy soil,germination,9,27,74.0,1
wheat,sandy soil,germination,10,28,71.0,1
wheat,sandy soil,germination,11,29,68.0,1
wheat,sandy soil,germination,12,30,65.0,1
wheat,sandy soil,germination,13,31,62.0,1
wheat,sandy soil,germination,14,32,59.0,1
wheat,sandy soil,germination,15,33,56.0,1
wheat,sandy soil,germination,16,34,53.0,1
wheat,sandy soil,germination,17,35,50.0,1
wheat,sandy soil,germination,18,36,47.0,1
wheat,sandy soil,germination,19,37,44.0,1
wheat,sandy soil,germination,20,38,41.0,1
wheat,sandy soil,germination,21,39,38.0,1
wheat,sandy soil,germination,22,40,35.0,1
wheat,sandy soil,germination,23,41,32.0,1
wheat,sandy soil,germination,24,42,29.0,1
wheat,sandy soil,germination,25,43,26.0,1
wheat,sandy soil,germination,26,44,23.0,1
wheat,sandy soil,germination,27,45,20.0,1
wheat,sandy soil,germination,28,46,17.0,1
wheat,sandy soil,germination,29,25,80.0,1
wheat,sandy soil,germination,30,26,77.0,1
wheat,sandy soil,germination,31,27,74.0,2
wheat,sandy soil,germination,32,28,71.0,2
wheat,sandy soil,germination,33,29,68.0,2
wheat,sandy soil,germination,34,30,65.0,2
wheat,sandy soil,germination,35,31,62.0,2
wheat,sandy soil,germination,36,32,59.0,2
wheat,sandy soil,germination,37,33,56.0,2
wheat,sandy soil,germination,38,34,53.0,2
wheat,sandy soil,germination,39,35,50.0,2
wheat,sandy soil,germination,40,36,47.0,2
wheat,sandy soil,germination,41,37,44.0,0
wheat,sandy soil,germination,42,38,41.0,0
wheat,sandy soil,germination,43,39,38.0,0
wheat,sandy soil,germination,44,40,35.0,0
wheat,sandy soil,germination,45,41,32.0,0
wheat,sandy soil,germination,46,42,29.0,0
wheat,sandy soil,germination,47,43,26.0,0
wheat,sandy soil,germination,48,44,23.0,0
wheat,sandy soil,germination,49,45,20.0,0
wheat,sandy soil,germination,50,46,17.0,0
wheat,sandy soil,germination,51,25,80.0,0
wheat,sandy soil,germination,52,26,77.0,0
wheat,sandy soil,germination,53,27,74.0,0
wheat,sandy soil,germination,54,28,71.0,0
wheat,sandy soil,germination,55,29,68.0,0
wheat,sandy soil,germination,56,30,65.0,0
wheat,sandy soil,germination,57,31,62.0,0
wheat,sandy soil,germination,58,32,59.0,0
wheat,sandy soil,germination,59,33,56.0,0
wheat,sandy soil,germination,60,34,53.0,0
